STT,YearStudy,TermID,DepartmentID,CurriculumID,ProfessorID,SLSV_lechden3ruoi,SLSV_lechtren3ruoiden5,SLSV_lechtren5,SLSV,phtram_lechden3ruoi,phtram_lechtren3ruoiden5,phtram_lechtren5,CanhBao
393,2014-2015,HK01,332,1832170,4703,26,0,0,26,100.0,0.0,0.0,
394,2014-2015,HK01,332,1832180,1241,66,1,0,67,98.5,1.5,0.0,
395,2014-2015,HK01,332,1832180,4766,20,0,0,20,100.0,0.0,0.0,
396,2014-2015,HK01,332,1832190,66,23,0,0,23,100.0,0.0,0.0,
397,2014-2015,HK01,332,1832190,4766,22,0,0,22,100.0,0.0,0.0,
398,2014-2015,HK01,332,BOIT330632,9786,139,0,0,139,100.0,0.0,0.0,
399,2014-2015,HK01,332,COMP340732,2035,141,0,0,141,100.0,0.0,0.0,
400,2014-2015,HK01,332,ENEC320832,9786,49,0,0,49,100.0,0.0,0.0,
401,2014-2015,HK01,332,ENTE220432,9786,134,1,0,135,99.3,0.7,0.0,
402,2014-2015,HK01,332,FLUI220132,2025,102,0,0,102,100.0,0.0,0.0,
403,2014-2015,HK01,332,HEEX321532,2171,24,1,0,25,96.0,4.0,0.0,
404,2014-2015,HK01,332,PFCO330232,2025,98,20,4,122,80.3,16.4,3.3,
405,2014-2015,HK01,332,PHEQ220332,2025,149,28,6,183,81.4,15.3,3.3,
406,2014-2015,HK01,332,PTPA321632,9924,72,5,2,79,91.1,6.3,2.5,
407,2014-2015,HK01,332,THER222932,9786,29,3,1,33,87.9,9.1,3.0,
408,2014-2015,HK01,332,THER222932,1050,340,19,7,366,92.9,5.2,1.9,
409,2014-2015,HK01,332,THER222932,2171,161,8,7,176,91.5,4.5,4.0,
410,2014-2015,HK01,332,THER222932,9,90,2,1,93,96.8,2.2,1.1,
411,2014-2015,HK01,332,THER222932,2169,221,2,4,227,97.4,0.9,1.8,
412,2014-2015,HK01,332,THER223032,66,13,5,2,20,65.0,25.0,10.0,
413,2014-2015,HK01,332,THER240232,1050,169,33,7,209,80.9,15.8,3.3,
414,2014-2015,HK01,332,THMA221332,9924,121,1,0,122,99.2,0.8,0.0,
415,2014-2015,HK01,332,THME221432,9924,111,14,0,125,88.8,11.2,0.0,
416,2014-2015,HK01,333,1230040,412,125,38,6,169,74.0,22.5,3.6,
417,2014-2015,HK01,333,1230040,9056,73,17,3,93,78.5,18.3,3.2,
418,2014-2015,HK01,333,1230040,9990,25,1,0,26,96.2,3.8,0.0,
419,2014-2015,HK01,333,1230150,1205,278,0,0,278,100.0,0.0,0.0,
420,2014-2015,HK01,333,1233010,1243,177,3,0,180,98.3,1.7,0.0,
421,2014-2015,HK01,333,1233010,3982,40,0,0,40,100.0,0.0,0.0,
422,2014-2015,HK01,333,AMIC321233,9990,59,2,0,61,96.7,3.3,0.0,
423,2014-2015,HK01,333,HREE231133,9990,88,12,2,102,86.3,11.8,2.0,
424,2014-2015,HK01,417,1104121,712,45,0,0,45,100.0,0.0,0.0,
425,2014-2015,HK01,417,1117190,4701,57,0,0,57,100.0,0.0,0.0,
426,2014-2015,HK01,417,1217050,9018,82,3,0,85,96.5,3.5,0.0,
427,2014-2015,HK01,417,1217220,712,40,2,0,42,95.2,4.8,0.0,
428,2014-2015,HK01,417,1217240,267,156,8,1,165,94.5,4.8,0.6,
429,2014-2015,HK01,417,1217240,4574,46,0,0,46,100.0,0.0,0.0,
430,2014-2015,HK01,417,1217270,389,106,4,1,111,95.5,3.6,0.9,
431,2014-2015,HK01,417,ARCH230217,4563,210,13,0,223,94.2,5.8,0.0,
432,2014-2015,HK01,417,ARCH230217,4080,54,0,0,54,100.0,0.0,0.0,
433,2014-2015,HK01,417,COMP211117,9800,141,0,0,141,100.0,0.0,0.0,
434,2014-2015,HK01,417,COMP211117,4576,125,0,0,125,100.0,0.0,0.0,
435,2014-2015,HK01,417,ENDP120317,267,28,1,0,29,96.6,3.4,0.0,
436,2014-2015,HK01,417,ENDP120317,4576,54,1,0,55,98.2,1.8,0.0,
437,2014-2015,HK01,417,ENDP120317,4566,75,1,0,76,98.7,1.3,0.0,
438,2014-2015,HK01,417,ENDP120317,39,54,0,0,54,100.0,0.0,0.0,
439,2014-2015,HK01,417,RCBS320817,389,73,15,10,98,74.5,15.3,10.2,
440,2014-2015,HK01,417,RCBS320817,39,88,7,0,95,92.6,7.4,0.0,
441,2014-2015,HK01,417,RCBS320817,4566,60,4,3,67,89.6,6.0,4.5,
442,2014-2015,HK01,417,RCST240617,4566,37,4,1,42,88.1,9.5,2.4,
443,2014-2015,HK01,417,STME240517,9787,93,13,0,106,87.7,12.3,0.0,
444,2014-2015,HK01,417,STST240917,724,74,20,13,107,69.2,18.7,12.1,
445,2014-2015,HK01,417,STST240917,1230,59,11,1,71,83.1,15.5,1.4,
446,2014-2015,HK01,417,STST240917,9018,50,5,0,55,90.9,9.1,0.0,
447,2014-2015,HK01,417,WSSE221317,4701,146,12,1,159,91.8,7.5,0.6,
448,2014-2015,HK01,417,WSSE221317,4053,78,6,1,85,91.8,7.1,1.2,
449,2014-2015,HK01,417,WSSE221317,4719,19,1,0,20,95.0,5.0,0.0,
450,2014-2015,HK01,418,1217230,587,169,0,0,169,100.0,0.0,0.0,
451,2014-2015,HK01,418,EGEP210218,4023,75,0,0,75,100.0,0.0,0.0,
452,2014-2015,HK01,418,EGEP210218,4046,71,0,0,71,100.0,0.0,0.0,
453,2014-2015,HK01,418,EGEP210218,1266,102,0,0,102,100.0,0.0,0.0,
454,2014-2015,HK01,418,ENGE220118,1266,232,33,5,270,85.9,12.2,1.9,
455,2014-2015,HK01,418,FOEN330518,4573,113,45,25,183,61.7,24.6,13.7,
456,2014-2015,HK01,418,FOEN330518,587,78,10,3,91,85.7,11.0,3.3,
457,2014-2015,HK01,419,1217170,489,64,2,0,66,97.0,3.0,0.0,
458,2014-2015,HK01,419,1217190,4573,180,4,3,187,96.3,2.1,1.6,
459,2014-2015,HK01,419,1217290,1128,44,3,0,47,93.6,6.4,0.0,
460,2014-2015,HK01,419,1217310,266,128,7,1,136,94.1,5.1,0.7,
461,2014-2015,HK01,419,1217390,4810,173,23,8,204,84.8,11.3,3.9,
462,2014-2015,HK01,419,1217390,489,13,0,0,13,100.0,0.0,0.0,
463,2014-2015,HK01,419,COTE340319,4590,235,30,6,271,86.7,11.1,2.2,
464,2014-2015,HK01,421,1121011,4118,78,27,10,115,67.8,23.5,8.7,
465,2014-2015,HK01,421,1121011,17,71,17,8,96,74.0,17.7,8.3,
466,2014-2015,HK01,421,1121030,1113,2,6,5,13,15.4,46.2,38.5,Cảnh báo điểm QT cao nhiều so với điểm thi
467,2014-2015,HK01,421,1121080,16,19,22,15,56,33.9,39.3,26.8,Cảnh báo điểm QT cao nhiều so với điểm thi
468,2014-2015,HK01,421,1121080,2004,29,13,29,71,40.8,18.3,40.8,Cảnh báo điểm QT cao nhiều so với điểm thi
469,2014-2015,HK01,421,1121080,9181,16,10,29,55,29.1,18.2,52.7,Cảnh báo điểm QT cao nhiều so với điểm thi
470,2014-2015,HK01,421,1121080,4118,62,14,12,88,70.5,15.9,13.6,
471,2014-2015,HK01,421,1121170,2004,77,14,10,101,76.2,13.9,9.9,
472,2014-2015,HK01,421,1121170,9242,19,0,0,19,100.0,0.0,0.0,
247,2014-2015,HK02,225,IMAS320525,2184,85,51,11,147,57.8,34.7,7.5,Cảnh báo điểm QT cao nhiều so với điểm thi
248,2014-2015,HK02,225,IMAS320525,346,160,6,0,166,96.4,3.6,0.0,
473,2014-2015,HK01,421,1121190,1113,12,10,12,34,35.3,29.4,35.3,Cảnh báo điểm QT cao nhiều so với điểm thi
474,2014-2015,HK01,421,ACMC120421,696,87,4,0,91,95.6,4.4,0.0,
475,2014-2015,HK01,421,ACMC120421,1116,151,0,0,151,100.0,0.0,0.0,
476,2014-2015,HK01,421,ENME230121,1112,29,2,1,32,90.6,6.3,3.1,
477,2014-2015,HK01,421,ENVI320921,9242,73,7,2,82,89.0,8.5,2.4,
478,2014-2015,HK01,421,FUME130221,1112,29,8,8,45,64.4,17.8,17.8,
479,2014-2015,HK01,421,METE210321,9383,375,1,0,376,99.7,0.3,0.0,
480,2014-2015,HK01,421,METE210321,1127,364,0,0,364,100.0,0.0,0.0,
481,2014-2015,HK01,421,STMA230521,2004,31,22,14,67,46.3,32.8,20.9,Cảnh báo điểm QT cao nhiều so với điểm thi
482,2014-2015,HK01,421,STMA230521,4118,21,7,1,29,72.4,24.1,3.4,
483,2014-2015,HK01,421,STMA230521,204,16,5,2,23,69.6,21.7,8.7,
484,2014-2015,HK01,421,STMA230521,9181,50,10,1,61,82.0,16.4,1.6,
485,2014-2015,HK01,421,STMA230521,9242,85,5,1,91,93.4,5.5,1.1,
486,2014-2015,HK01,421,STMA240121,9181,24,10,5,39,61.5,25.6,12.8,
487,2014-2015,HK01,421,STMA240121,4810,78,30,14,122,63.9,24.6,11.5,
488,2014-2015,HK01,421,STMA240121,724,22,2,0,24,91.7,8.3,0.0,
489,2014-2015,HK01,421,STMA240121,712,19,0,0,19,100.0,0.0,0.0,
490,2014-2015,HK01,421,THME220821,4022,22,17,14,53,41.5,32.1,26.4,Cảnh báo điểm QT cao nhiều so với điểm thi
491,2014-2015,HK01,421,THME220821,17,38,6,2,46,82.6,13.0,4.3,
492,2014-2015,HK01,421,THME230721,90,11,13,19,43,25.6,30.2,44.2,Cảnh báo điểm QT cao nhiều so với điểm thi
493,2014-2015,HK01,421,THME230721,17,86,58,55,199,43.2,29.1,27.6,Cảnh báo điểm QT cao nhiều so với điểm thi
494,2014-2015,HK01,421,THME230721,204,80,43,35,158,50.6,27.2,22.2,Cảnh báo điểm QT cao nhiều so với điểm thi
495,2014-2015,HK01,421,THME230721,2,30,13,6,49,61.2,26.5,12.2,
496,2014-2015,HK01,421,THME230721,4118,203,78,32,313,64.9,24.9,10.2,
497,2014-2015,HK01,421,THME230721,1111,51,45,118,214,23.8,21.0,55.1,Cảnh báo điểm QT cao nhiều so với điểm thi
498,2014-2015,HK01,421,THME230721,513,16,4,10,30,53.3,13.3,33.3,Cảnh báo điểm QT cao nhiều so với điểm thi
499,2014-2015,HK01,421,THME230721,4022,7,6,106,119,5.9,5.0,89.1,Cảnh báo điểm QT cao nhiều so với điểm thi
500,2014-2015,HK01,555,1257081,4447,19,1,0,20,95.0,5.0,0.0,
249,2014-2015,HK02,225,MMAT431525,1035,61,22,2,85,71.8,25.9,2.4,
